Timestamp,CPU%,MEM%,DISK%,RPC_Status,Consensus_State,TxPool_Size,Block_Height
2026-01-01 15:08:42,0,0,15,UP,ACTIVE,0,1
2026-01-01 15:15:21,0,0,15,UP,ACTIVE,0,1
2026-01-01 15:15:21,0,0,15,UP,ACTIVE,0,1
2026-01-01 15:15:21,0,0,15,UP,ACTIVE,0,1
2026-01-01 15:15:21,0,0,15,UP,ACTIVE,0,1
