Timestamp,Node,Port,CPU%,MEM%,Disk%,RPC_Latency_ms,TxPool_Size,Block_Height,Active_Validators,Network_In_Bytes,Network_Out_Bytes
2026-01-01 15:01:33,1,8545,0,0,15,10,0,1,4,0,0
2026-01-01 15:01:33,1,8545,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:33,2,8547,0,0,15,9,0,1,4,0,0
2026-01-01 15:01:33,2,8547,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:33,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:33,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:33,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:33,4,8551,0,0,15,9,0,1,4,0,0
2026-01-01 15:01:38,1,8545,0,0,15,12,0,1,4,0,0
2026-01-01 15:01:38,1,8545,0,0,15,12,0,1,4,0,0
2026-01-01 15:01:38,2,8547,0,0,15,12,0,1,4,0,0
2026-01-01 15:01:38,2,8547,0,0,15,10,0,1,4,0,0
2026-01-01 15:01:38,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:38,3,8549,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:38,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:38,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:43,1,8545,0,0,15,16,0,1,4,0,0
2026-01-01 15:01:43,1,8545,0,0,15,16,0,1,4,0,0
2026-01-01 15:01:43,2,8547,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:43,2,8547,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:43,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:43,3,8549,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:43,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:43,4,8551,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:48,1,8545,0,0,15,15,0,1,4,0,0
2026-01-01 15:01:48,1,8545,0,0,15,14,0,1,4,0,0
2026-01-01 15:01:48,2,8547,0,0,15,9,0,1,4,0,0
2026-01-01 15:01:48,2,8547,0,0,15,9,0,1,4,0,0
2026-01-01 15:01:48,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:48,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:48,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:48,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:53,1,8545,0,0,15,23,0,1,4,0,0
2026-01-01 15:01:53,1,8545,0,0,15,23,0,1,4,0,0
2026-01-01 15:01:53,2,8547,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:53,2,8547,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:53,3,8549,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:53,3,8549,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:53,4,8551,0,0,15,8,0,1,4,0,0
2026-01-01 15:01:53,4,8551,0,0,15,7,0,1,4,0,0
2026-01-01 15:01:58,1,8545,0,0,15,11,0,1,4,0,0
